,ACCESS-ESM1-5,BCC-CSM2-MR,CanESM5-CanOE,CanESM5,CESM2,CNRM-ESM2-1,EC-Earth3-CC,GFDL-ESM4,MIROC-ES2L,MPI-ESM1-2-LR,MRI-ESM2-0,NorESM2-LM,UKESM1-0-LL
1865.5,292.6348295503447,290.1102868790468,285.6035591224119,285.53355318171737,290.07810099050914,284.29343397761664,288.9028457959104,285.2697111545414,290.0963680589065,286.4817506261435,287.7018290448636,286.65950229047195,287.3514407408439
1866.5,292.65385292584887,290.2061784510908,285.024181048441,285.54048633196686,290.35350769879324,284.584532390245,288.66753782599585,285.0116526651262,290.2709486376248,286.63476296593933,288.50685077254644,286.80503959376676,287.6538321876596
1867.5,292.33860684834883,289.9232227600433,284.35009689336744,285.30713761327405,290.32741775712304,284.8444832184033,288.8659409651926,284.99717902011446,290.37758439088776,286.9119150482044,288.9314826844012,286.94887462383554,288.38233021228893
1868.5,292.44928309895454,290.0695142274194,284.5034704237418,285.66035435057216,290.5742332884061,284.509262050787,288.20195429434676,284.8884947949391,290.29301380190327,286.9527864333382,288.44111295574504,287.2398003382894,288.4677259148156
1869.5,292.1038088785337,289.9549768015806,284.36480299152623,285.4644803365906,290.81901587777463,283.4936295051916,287.47925245185274,285.46087644400495,290.63273413632254,286.39477709840236,287.74849298036406,287.5383591257103,288.46753045504704
1870.5,292.0275558499115,289.67224616946726,284.1813556933444,285.07753025013307,290.7175645552666,283.8879669081658,289.08256679094444,284.7526474678848,290.59978456115135,286.8307019249208,287.7659691953551,287.68802604139256,288.97680951546977
1871.5,292.21567305043357,289.85466739260454,284.2183236122666,285.65127324876096,290.823264050459,283.8229331922936,290.88355951466974,285.32122784132815,290.38069621277265,287.964690097037,287.56078470734536,288.2705659018106,289.8111163621532
1872.5,292.5298370069964,289.6038170444922,284.3649976609265,286.1164427085046,291.3450326944502,284.00697896398856,291.48719702440616,287.2764784941915,290.5910454834875,288.4266392236482,287.9185404692905,288.5641913795461,290.64150318924806
1873.5,292.85143014598464,289.62789401468694,284.92962389094424,285.6027720342608,291.35546741642634,283.27405658090544,291.07521304204715,287.4733231316541,290.61803427171424,288.1484590798082,288.8674166954382,288.73638609185247,290.72852380961314
1874.5,292.7417736971033,289.87339527778437,285.6706103820521,285.8739066562211,291.48677827324406,283.9900155821525,290.8347705007513,288.03462732459616,290.42868240994187,288.16267824828185,289.746103673976,288.91906618576303,290.49408145180934
1875.5,292.0199780744875,290.1325323887958,285.4547914612559,286.0660820718804,291.85158826463805,283.86130458005573,290.86233909437414,288.80160889539206,290.79465740263413,287.70278045997406,290.0761249130049,289.0828407389532,290.24130097817397
1876.5,291.5124525277388,290.6509368166521,285.0721346829111,285.83656316126854,291.9259687587086,283.89307075287246,291.87544212575887,289.52437765089803,291.06886938099956,287.7773058854461,290.09008706381485,289.2826119832397,290.9897238979437
1877.5,292.8662934820048,290.1745670959844,285.53043780345956,285.8374015057834,292.09262815666114,284.1861550526186,292.61401550310734,289.4193499870807,291.1918387578752,288.3786769988558,289.88878380928486,289.5105281097089,291.25273390979754
1878.5,293.1715293321798,289.836976477812,286.62447753728867,286.2315357283932,292.39617912786923,284.06123452234255,291.91541362711865,288.9022682685792,290.95245571788087,289.5414621862258,289.6484844200221,289.9344029559634,290.98611629264315
1879.5,293.48533829765745,289.79249950941295,286.0201574665683,286.24968371619906,292.47991102485895,283.4876345145071,291.771408214255,288.1823574001088,290.86744469979743,289.8354754510122,289.4451688484901,290.11934718680374,290.44364383383703
1880.5,293.9929318081753,289.36712303795684,285.51620727084054,286.3928044777545,292.7743810112526,283.59639613645686,292.01878784316364,288.536490847851,291.63103016785544,290.0682495033446,289.2551499182896,290.0268795164034,290.62286137563336
1881.5,294.19992630826624,290.0433862906578,285.79087170378006,286.3324236816064,292.9941225163019,283.854097570547,292.01537241047976,289.8121004913158,292.24530743451845,290.2614131288053,289.58664888816355,289.98812536967347,290.80308357531334
1882.5,294.5059281663824,290.4424564041002,286.2707913554871,286.8677138284717,293.20587526277944,283.24604597330864,291.7820561870843,289.96715321983265,292.0891378095657,290.0418110321265,289.3923438385523,290.22321936025355,291.60748357270455
1883.5,294.23957420730886,290.82246276476207,287.2297319472571,287.50731205539137,293.66086964734245,282.7951031756754,292.3590974325046,288.96976159533443,291.73833384795415,290.09315381495395,289.376775791658,290.62030623528875,291.8604145858195
1884.5,292.55429437657295,289.5050919686715,287.25669486599344,287.81422769130387,293.7334425472769,283.01287472851595,291.1247026579995,288.3868770430486,290.78027797468553,290.49439499682376,288.7569484400912,290.5106666138772,291.1669945761448
1885.5,291.50592614781186,288.0225732357198,287.3873680220102,287.32850625693163,293.8328565318733,282.74943492499824,289.8147513084148,288.37170208856804,290.6167546423033,290.72370652638205,288.86168194072,290.4640055690963,290.8802157135187
1886.5,292.06326561370923,287.5311676369469,287.8860106128639,286.8859566993565,293.90035210245446,282.4285877844729,290.47585170424037,288.612322004736,290.52300302083677,290.59423443355473,289.15028856673337,290.5382449373447,290.9045250882321
1887.5,292.57081005289064,287.42118862989645,287.9355451677544,286.7631610104436,293.99558444897553,282.6248581719634,291.211988865091,290.0183125154115,290.5834967733734,290.63065889650227,288.72736081671263,290.5872255629203,291.71730618495855
1888.5,292.99943240705886,288.09439091523143,288.44464581614534,286.9236103909165,294.2504764266025,282.94507767882624,291.7553864652367,291.84865365393676,290.8598021743927,290.94080093041845,288.7625225693641,290.75847264313285,291.49086859417713
1889.5,293.1314729570767,289.13404053508714,288.427121245132,287.51517482087013,294.31048116443094,283.5645355839534,292.8386617919682,291.01431145115123,290.7238459121495,291.8524836012481,289.2179424769788,291.1928344792912,291.29553276549956
1890.5,292.48833927951205,289.36642726601605,288.3998017592615,286.94996567295726,294.8174302322483,283.8445599988212,293.8060279229911,289.5169480639159,291.50542709756957,292.3014886444495,288.85457789943706,291.29652069127644,291.4801311121523
1891.5,292.72492775940333,289.69641425112485,288.72559283636457,287.4159792129015,295.3234389593661,283.4993863312037,293.56969234800414,290.00993899682135,292.03015928541225,291.83443181406693,288.43983868396185,291.3615462404179,291.8103856040464
1892.5,292.378847326363,288.645817873241,288.8179610665966,287.7754704726285,295.6271594657285,283.79568423286594,293.0508695952899,291.21934450129214,292.20881419857596,292.064589812301,289.0956244187064,291.539007188809,292.14710317123235
1893.5,291.4229668480817,288.6206979477188,288.9915256360628,288.30682452415357,295.7727587686199,283.10761404540636,293.78973526138765,291.96170117923157,292.42113334748154,292.5213811226,289.24587791368356,291.87014755662955,292.26897406823855
1894.5,290.8558065116204,288.9256295777937,288.99541051179625,289.41769148684085,296.36860325547065,283.9192630056994,293.8724919304154,292.19435532552524,292.52953340990433,293.1546489760386,289.74616430884674,291.9674439142656,291.9079759481976
1895.5,291.36536087826886,289.4646817891049,289.3278692857986,289.43572954137693,296.8021737864257,284.32637579101913,294.54689851484324,292.7751102361915,292.2617776254772,293.8523946103691,290.28496450187413,292.05438662597936,291.89498150491244
1896.5,291.8018591692136,290.0434507944955,289.9621310148281,289.61220646858254,297.2578113540771,283.5776295012897,295.937568476219,292.8185333085272,292.4548568687853,293.90509841261945,290.04379349873324,292.5259990598228,292.5260169509099
1897.5,292.58980049376646,290.45999674740347,290.269466987111,289.4355958200574,297.49267342345235,283.42743307138073,296.8242512645019,292.5861692533536,292.8633869739436,293.59995820537637,290.5901795475242,293.0837508090434,293.5868449425996
1898.5,293.9617433165348,290.3455703193,290.0795432532173,289.441979083651,297.65767441866126,283.8471570631399,296.54419016372805,293.18746308381475,293.13764419194234,293.2478118275225,290.6235184571127,293.20103839890686,293.67504567347873
1899.5,294.8038835072332,290.6919600286754,289.59967277458867,289.07113742537706,298.1304282635711,283.7235654502615,296.30767797179516,294.46058134508036,293.851553077519,293.82565181199294,290.40964940128237,293.7006360127706,293.79514442769135
1900.5,295.07091281045416,291.04117311936375,289.2065042812493,289.0229883550891,298.24251576840754,283.98933195310707,296.59746394819496,295.30303064054516,294.17187362317037,294.06237152086004,290.6434702322653,294.07744128006857,294.34985288300135
1901.5,294.9159819261731,291.247573484819,289.0188481820922,289.7730057229761,298.38608148058194,284.14903585049467,296.63471911538136,295.65208473597943,294.4601838676473,294.18936009736535,290.79931215514597,294.16005902795956,294.8146852634944
1902.5,294.773872527954,290.6634921127304,289.04938855043497,290.50417224094156,298.7111061157167,283.73226526863726,296.0270048812948,295.97321220738297,294.7197958844445,294.39774559165613,291.42897394920664,294.50500159833587,295.2391076674134
1903.5,294.26306076771886,289.666175558859,289.7062333837635,291.07451490205085,299.02991059250064,283.74357387579226,296.23347670350745,296.83693168186534,294.8491705805301,294.1138787854827,292.0744399701798,294.98123914261674,295.6610436019671
1904.5,293.2850449265324,289.21480323806713,291.1142057426574,291.17201479790066,299.2330878737836,283.8970997892092,296.512056749111,296.5867497677003,295.0224125823167,295.02470167733145,291.66889556649903,295.36929037830225,296.04488629366153
1905.5,292.5202378743213,289.5653274919212,291.377280031328,291.3898628255181,299.70456751467924,284.07885979050394,296.16437399768057,296.1790375429679,295.0444176452506,295.4792933504918,291.6807751510805,295.79820055206324,295.4386325653026
1906.5,293.2147383074345,289.64222984596,291.2554710173859,291.84129674583625,300.05021944127907,283.9372075368312,297.13618386199255,295.40164664163007,295.20865761152186,296.0846060236953,292.7473468792217,296.0829418682329,295.92277117233965
1907.5,294.58144561538234,289.80039809134433,291.5733346288545,291.98705796032044,300.29235915563794,284.47330637622355,298.5264397614746,295.76121749387056,295.6656443002177,295.7859267647311,293.23767714900976,296.3338220581578,296.6096813271464
1908.5,294.94958870630137,289.6552453412879,291.9074672221815,291.61227590029574,300.6186374385462,284.3853286619304,299.67868470520114,296.8705315429319,296.94145560742044,295.85127624359126,293.3682200910688,296.4185861350111,296.9378821166111
1909.5,295.5818829525439,290.20408098022006,293.1793493270822,291.5325596461527,300.99059041817674,283.8278884246964,300.65214176423973,296.7170128552099,297.80354556252,295.89214391378175,293.46631510837653,296.5634664175299,297.08426097243296
1910.5,295.71809398367054,290.304555045261,293.5463312833228,291.94166399658207,301.0673691694841,283.55829373178176,300.9483595820301,297.2388452035389,297.86715394145483,296.4650451836848,293.99699131758433,297.1511924895949,297.43695760597717
1911.5,295.87316870709594,289.7105333736114,293.607476322054,292.7584712747759,301.4560104326438,284.25739999956045,301.3605747944018,299.720817668526,297.87723605171317,297.06030942703256,294.4431803390892,297.3818869606293,298.1646505891763
1912.5,295.7017592709581,289.53977970113374,293.2421247654136,293.71010705768384,301.8712334883723,284.47434882414314,300.80605940757334,299.27665865286184,297.848946315511,297.60891533426764,294.0874277134572,297.6586160048732,298.63901959226627
1913.5,296.6783025706148,289.78345471852765,293.4309352588386,293.80009820047275,302.5652962088792,284.53629980043337,300.61294031474193,298.6128041568613,297.98955580189653,297.9502710741344,293.9519928603428,297.9467819223235,299.2472679935152
1914.5,297.4095289702051,290.0082131532828,293.85423772094947,292.95931466927567,302.81952355080176,284.6733932947133,300.69642545547424,299.80950944267437,298.20037432897567,298.66459332152374,294.2463718609886,298.36014130126557,299.80918483290185
1915.5,297.4874611393877,290.3478081136179,293.4647307118564,293.29629236494736,302.96147156483676,284.8141479918081,301.65163581937605,300.8896084421535,298.4676137810635,299.44150931597943,294.15973942643717,299.08580577875443,300.1876120809933
1916.5,296.71639654424234,291.12457759754625,293.1057184944136,293.38769108339375,303.1556915554308,285.67707991969223,302.63161129613553,301.51063806193207,298.3575834121205,299.8787526998783,294.2485704856556,299.42843566058394,300.6578181750739
1917.5,296.55917359143126,290.9145366372528,293.3892352292229,294.1531612571651,303.58333194631297,285.8108828957566,303.37809652282806,301.2933819356954,299.1134307461999,299.9884461492689,294.6463599060768,299.865079537749,301.20596617011483
1918.5,296.8241917120709,291.00227034619206,293.972282580881,294.23048968306506,303.95542014573647,285.89257125718854,303.66140053602504,300.994106759491,299.533395613763,300.1031908063787,295.2472000900845,300.0678638108417,301.5644484768701
1919.5,298.2933442876971,290.82493384773045,294.7755097031591,294.1465961885811,304.0712929922064,285.7451918822753,305.0185926831897,301.7066104635564,300.0915179374495,300.93769526505525,295.5385264003789,300.15938246279256,302.27628482007805
1920.5,299.3069155025968,291.3543494590545,295.96903151934924,294.73725445932604,304.6125214401528,285.7714455996719,306.4929128687016,302.3173264489187,300.42086553826465,301.14252668703637,296.3141800045893,300.7115026377639,302.72200831285585
1921.5,298.3574531668647,291.1597632291854,296.4184839843911,295.7499936287831,304.80492173530854,285.64376810077056,306.83474540763893,302.62835656123684,300.2841658161416,301.7678485010983,297.4576813489066,301.2739648272748,302.7647324567672
1922.5,298.1300533069617,291.44464756382223,296.182692468497,296.1075296808631,305.4471025250557,285.52526840641633,307.4236539935688,303.5415432202607,300.3775537110631,301.5033811235178,297.88998839835233,301.48951808486345,302.93895174905145
1923.5,298.61944120871146,291.60731228881207,296.59118279490787,295.998250633832,306.1006217414941,285.55372710039785,308.2654282182341,305.0580763835847,300.9582073327331,301.1906308652672,297.83621343607365,302.07110805602184,303.4348927497662
1924.5,298.52210949724594,291.8828571578628,296.4595104791089,296.2289810145376,306.80756728806193,285.79748349607985,308.5558758237812,304.64679092741966,301.91286560220067,302.3973061396144,297.4515436368018,302.30745163016684,303.98828914925843
1925.5,299.1099396288803,291.9943697670858,297.05117064835116,296.50191481628707,307.49565932346695,286.20133772359935,309.0993894567629,304.55876111658716,302.04070502871934,303.17338489393427,297.90481812559995,302.3266534528267,304.33950582763345
1926.5,299.5137924613897,291.93150130485435,298.0774408167121,296.30675625095716,308.0523138318237,286.4903718806588,309.1460728310888,305.29300134826804,302.08830343921954,302.9597522912954,298.8964179084229,302.6302027475615,304.6928919340998
1927.5,299.2905783747032,292.21769632592293,298.37441123889164,296.3365368022579,308.4332583547037,286.71895717234736,309.3823898785613,305.59951165012,302.6473175219019,303.16224099866304,299.72021921665197,303.0953265020539,304.5531510725998
1928.5,299.6817943925759,292.2566126382548,298.81290001935434,296.98260009931533,308.69231040724,287.2616112601658,309.97589876348866,306.21891391051895,303.0502751861768,303.5018028805216,299.62432971841804,303.48431017789267,304.86849522744944
1929.5,300.0122626819095,293.00810559146913,300.1624132241016,297.69245097524674,309.22446336982097,287.268722240373,311.0620761434937,306.3943364975283,303.6115770148411,303.64860520324834,299.4849139962649,303.9490091633105,305.071936756371
1930.5,299.9663502356126,292.84143178268687,300.914417976965,297.8910474186141,309.68424883337525,287.3570658194512,312.6015049981576,305.8119100684441,303.70586126630417,304.2503497862892,299.6127969687207,304.4494983075405,305.63154160094746
1931.5,300.3329346868322,293.28260111471326,300.2862601468117,297.1164454453489,309.7034179474614,287.3172993384325,312.33868175126844,305.8904836446278,304.1345433696395,304.8337256773849,299.9959115337773,304.9677081989806,306.1917519098303
1932.5,300.51711004700303,294.30547752525604,300.24636141881973,297.79978523436154,310.34844907926646,286.94343721007004,312.1198412629619,307.1931527969709,304.4762509942616,305.222473917083,300.1802313674103,305.23395290248703,306.37804683517146
1933.5,300.26257322839075,294.86851624331706,300.60143715517097,298.5006487127025,310.55309467274253,287.15090500403835,313.60141644852627,308.062535283776,305.3364122863714,305.24105009455076,300.8805871847334,305.6420555967337,306.42938533260934
1934.5,300.3607790850507,294.98599967441584,301.27450251999477,298.7204450466254,311.0028228291331,287.4595436512141,315.40375748288403,308.5788182302875,306.51602570340634,305.16496250047754,300.51919814977833,306.2364193521119,306.1206809994153
1935.5,300.98411719711856,294.9725810548388,302.0674328687313,298.7656043839054,311.72412044620916,287.4009529607005,316.43143271889295,308.843981948832,307.2053732037876,305.57571442585095,300.60326862273865,306.67486946595204,306.63536255325204
1936.5,301.1597430735144,295.4427009385588,302.4417772174921,299.97014126987835,312.32505568332255,287.3485258113214,316.0443358808457,308.558776645127,307.28077768748625,305.91612382464933,301.40901585643337,307.10144148500444,307.0787877948121
1937.5,302.0948985718746,296.1138543064004,302.5863326368206,300.17218526543286,312.90257616046244,287.80192996735695,315.94624478566675,309.0199606851461,307.353683978223,306.2806764177754,301.9633810224894,307.87701996782175,307.3505872080098
1938.5,303.24213413630633,296.89665287039946,302.4327405318339,300.32232917722797,313.2582767149995,288.70733430311867,317.4483547933202,309.69308662904166,308.16949479100884,307.5071052924775,301.9349191325088,308.326344649178,308.04916629517885
1939.5,304.1707289922327,297.3955941692717,302.0436815725996,301.29436722286295,313.5958593484558,288.9053455212726,318.36124115510756,310.4306182260668,308.98138754437315,308.33126945601,302.50531362890297,308.5985201473239,309.4109934253842
1940.5,304.72796172110816,297.1638678315786,302.47389812277015,301.3585135375745,314.2189670290394,288.89632083085064,319.29440457089675,310.4868335974484,309.7397205308986,308.6115900078873,303.2375723953429,309.4516119242871,310.67891873440556
1941.5,305.10718477549625,297.1887336412496,303.61353197362456,302.0947272896778,315.094399264076,289.2329183338427,320.19284367597015,310.7144008799689,310.11145440541793,309.2090791887489,303.37187114585015,310.3327621860297,311.0668589850522
1942.5,304.82756040855617,297.34766712420594,303.9015491806102,302.4047051912277,315.5604995911207,289.5943495593676,321.3145292289602,312.68693994330516,310.94720067040925,309.16926658678125,303.6619194593868,311.16049347759724,311.5986883612533
1943.5,304.46863090506224,297.81236062213077,304.1779103254418,302.5904405302787,316.02298187602446,289.3609537771096,322.40189225397955,313.21892596760904,312.065786132531,308.7864362627994,304.17124534495485,311.58941651944133,311.7879681016369
1944.5,305.1596752704928,298.30927147261394,304.51866666261736,303.38810178894744,316.4148428476821,290.0782233929154,322.111929411531,313.4902130995987,312.21702389162317,309.2254837469925,304.46584094288477,312.1036371833466,311.9889792060879
1945.5,305.7044389971454,298.25286865219977,304.2234483214755,303.588166397651,316.6052714399296,290.82371303094897,321.65483984671187,314.10948052192714,311.9905655282475,309.4856900188307,305.0025991423219,312.47519653689204,311.9668503177154
1946.5,305.7405316565761,298.49392430217245,304.5851148894377,304.9139866106637,317.06688210131114,291.0505563357928,322.3504170441166,314.05994998640716,312.10165538069026,310.6603325640148,306.2065855571162,312.8254039546828,312.09353200388017
1947.5,305.6087499312122,299.15046997406273,304.9618962556681,305.6588287602871,318.2615439406438,291.2661316331643,323.64424475752577,314.41530637939485,312.34578798100995,312.4359403501044,306.3350077282839,313.2302878563068,313.24527992803263
1948.5,305.68146982530527,299.4653224038995,306.28123109064455,305.6398172014547,318.9037336928274,291.80445833060236,325.45651899121214,315.1604465121064,312.7222736753634,312.01961450129556,306.38427821151294,313.6555444394609,314.4591075918801
1949.5,306.0260100890883,300.3174513408128,307.17851056679734,306.5639252715531,319.390451976234,291.84000706626523,326.2245733798135,315.7631320995956,313.9144461234821,311.44017548820733,306.9205292827826,314.2934362029191,314.82221931838467
1950.5,306.3816077134749,300.58611678632195,307.1933624609912,307.6414833958824,320.1691107726464,291.55963362121696,327.23944314879117,315.51793264165553,314.7192661800957,311.93503789880907,307.2618493984168,315.06982647285,315.0390585366753
1951.5,307.18249690041574,301.3315380916176,307.7720296765852,307.9227900777051,321.12189994529723,291.8404563143934,329.0216839371492,316.4664398018208,315.40267922163014,313.2325257135589,307.8615636346921,315.8612196525456,315.6982272763085
1952.5,308.000111075005,301.34064964883066,307.89787310719095,308.2913903406508,321.98690147782787,292.5286121733044,330.12300303674436,318.2398432579068,315.91692399700867,314.93554515204994,308.7221441658383,316.5965315836201,316.3777067263943
1953.5,308.98165152140615,301.717678259913,308.7234961369184,308.8611060060662,322.63506504654214,293.38011627856264,330.6333223629461,318.56412320769914,316.99918981261646,315.5061499243637,309.3013090671095,317.4719607076467,317.3984980161363
1954.5,309.4311992474231,302.11972523701866,309.44390853401677,310.0630481371452,323.53906462031586,293.21938769640263,332.2109301293584,318.9607827105366,318.0135374691562,314.5391361630092,309.3607630480097,318.3201358634189,317.56947326270466
1955.5,309.997803255284,302.5085207500441,309.7724162759102,310.812636816168,324.35860149527025,293.00236116349447,334.3036764882266,320.2885818649323,318.542416878643,314.3467298411111,309.773683472976,319.1482923790537,317.92352244268346
1956.5,311.1841469712932,303.10920116629507,310.2507697158641,311.17863894565886,325.43715411619365,294.08282064368245,334.5113774427075,322.00283766922024,318.8387907099311,315.3602904409018,310.45317317929454,319.9181439474564,319.0113120826471
1957.5,311.6164560752025,303.8676521745942,311.65440549253407,313.2807364834923,326.5462692592174,294.81050860160224,335.29963493487253,323.43411660848216,319.9589815639367,316.5392600994036,310.7135803402631,320.75470300684225,320.6996507304732
1958.5,311.982692639559,304.30850588231004,312.9857279828406,314.8970168454504,327.44898041736815,295.37550567628523,336.64074423385966,324.21684879036985,321.3133094440412,317.66366884721657,312.2232495175953,321.6194369069212,321.0403391038404
1959.5,312.36303038457237,304.8940318207989,314.52336501446763,315.76342179074226,328.27743003906824,295.89480746283937,337.8143415160217,324.8350081604121,322.28775656681455,318.4549932551046,313.62959451627387,322.43791628703906,321.6507746227173
1960.5,312.52335189578105,305.68637548383884,316.2973909012651,316.56044478049364,329.6433941748172,296.15047321160006,339.3584353389502,326.0482083565453,322.5183721679978,319.05127743851256,313.80449632941213,323.61935378004137,323.0332333239284
1961.5,313.4301977487917,305.7714815184657,317.08747855418613,317.19546635313196,330.07619002152757,296.589292891327,340.39292315273127,326.73207390345874,322.7447011433299,319.9731999014181,314.2086252006811,324.53074321378944,324.38108204299346
1962.5,313.9522134307409,306.2953004095389,317.9100920420938,317.6779455831703,330.9973788422667,296.87527614386613,341.033901654064,327.1489283578419,324.40663240080227,320.88094022432625,314.8727355583556,325.249702261287,324.5910139936335
1963.5,314.55299730401225,306.93195626283597,318.7181782311042,318.6659876177487,332.1096797418642,297.17091422281436,341.99725234869544,328.03771767596777,325.04186942770167,321.7922036116694,315.5307965573004,326.1430755069205,325.46108377969375
1964.5,314.43413303640585,307.3681565991645,319.5790280172435,320.0186937328579,333.35544788829463,297.5609554007344,342.4409145024753,328.9844269683576,324.9454616385351,323.2045636927205,316.09786890627896,326.65963583384064,326.42207599649623
1965.5,314.4775126229352,307.3545202593329,320.2123937776195,322.02674875278535,334.46469819626816,297.68590824501734,343.4092546227001,330.10704295962444,324.39203672235095,325.22094765818065,317.52273260853275,327.41164691925854,327.6363154566474
1966.5,315.58601760346306,307.7991901061529,321.2155492940605,323.0143262960695,335.6141524502754,298.07049157044537,344.2461035070087,330.5136372494118,324.71649107053514,326.13317468016754,318.37262852972515,328.6707571821556,328.81599250076965
1967.5,316.7795244677325,308.5026140725825,321.7767912335777,323.73259968635585,336.3888401521329,297.85908307812866,345.91709887942164,332.0473151644604,325.63843352724126,326.63085083439057,319.2603531509417,329.8964681640163,329.8828090120448
1968.5,317.4098452738741,309.104534722028,322.59818256417026,325.03223512346875,337.43408189862737,297.87672117040296,347.41232077286367,333.4191549452886,325.712506767072,327.80042538526186,320.13808597306047,330.8615955924918,330.77934439456754
1969.5,318.72442837753766,309.9557428191622,324.02814648532365,325.94920687874213,339.0180703409668,298.00984919109004,348.72447071942514,334.36712841837095,326.4816651720062,329.50384777754556,320.37416248559197,332.3910748417685,331.4505434204524
1970.5,319.8984918187321,311.1295997381923,325.9875649854932,326.43648246667254,340.3015665646801,298.89743138982857,350.387440254491,334.9423128268061,326.8318357223476,330.8122140338979,321.59514283785666,334.2641911929292,333.50079443781135
1971.5,320.32810749896305,311.6661718890388,327.797663583705,327.6672728844232,341.30116049846333,299.20825064745713,351.810734139728,336.2334051691183,327.7233444288461,331.2157906230904,323.20432134586594,335.4160389965277,335.41070148493816
1972.5,321.3048895659579,312.82264764791216,329.7643285311221,329.61632016051846,342.4394466901479,300.1954768907821,353.5083531086438,338.58898848244485,329.0576251623681,332.2904781769582,324.29606520573805,336.27409585527175,336.82675674582805
1973.5,322.682961972039,313.2377524607016,331.50464276437145,331.42375706231616,344.03071568072056,300.6949216749279,355.59574643948275,340.4957514224268,330.616896427722,334.2138619137558,326.06796914551876,337.4990050171619,338.8241565378267
1974.5,324.34851926076055,313.832277035769,332.1992868965726,332.91892870787325,345.41973260556364,301.33527673611223,357.09878030890775,340.85085957031305,331.30613269289574,335.5400259826712,327.8512226326691,339.0794099159713,341.2207116363112
1975.5,325.6572879557994,315.4229192192908,332.78244882288607,335.1145954804842,346.85936692755723,302.45286532885643,357.53478208515844,341.3247876675348,331.70285843541745,336.0240964369092,328.7540918235023,340.417077115583,342.84089386360967
