,ACCESS-ESM1-5,BCC-CSM2-MR,CanESM5-CanOE,CanESM5,CESM2,CNRM-ESM2-1,EC-Earth3-CC,GFDL-ESM4,MIROC-ES2L,MPI-ESM1-2-LR,MRI-ESM2-0,NorESM2-LM,UKESM1-0-LL
1976.5,326.5416684645652,316.5762397284776,335.04599976933247,336.7018435564377,348.2761525514615,302.5976097767835,358.8119481582787,344.2101163026163,332.6682347694289,337.9025910933249,329.4351917735924,342.012752240387,343.7083024031824
1977.5,328.07511881182876,317.70778101657453,336.6984151329501,337.6997334877981,349.48429227413976,302.6351152313946,360.5264677072062,346.94491117723766,333.345874195885,340.0582156290019,330.456588290288,343.26830244399855,344.93380237173346
1978.5,329.36552533929176,319.5716504660266,338.03441759280383,338.15022856647255,350.7676422240162,303.8094820493904,362.0212328930387,348.4752750537415,334.3515491975402,341.61387774933974,331.0402212120719,344.65313537542977,346.74549969238285
1979.5,331.0793447188708,320.26686542138475,339.85358621844443,339.7206398559771,352.3039874441959,304.833730946304,363.81357982577373,349.61995729873377,335.42603627118274,342.428835824382,332.16370274776483,346.2793876292868,348.98979634544867
1980.5,333.2185033889364,321.2663247991446,341.7493298433253,341.23726180107064,353.98367092714483,305.23552124564236,365.6326646643441,351.98752617637444,336.32553391798405,343.9153766951414,334.11817166882145,348.0672626787452,350.2302771945408
1981.5,334.85942599697296,322.65324121726326,344.11428771158927,342.9903078121061,355.1023104389767,306.21390589147694,367.532411063502,354.2320173187679,337.50373456794773,344.9245761872175,335.12804723233734,349.4899196718,351.82932163079005
1982.5,335.95603419451584,323.7845319283774,347.01481301365317,344.8124969991781,356.3785875086506,306.93111984396637,368.41610382470657,355.1020316956574,339.1485897563527,347.19256519810426,335.6578270650898,350.8147628935453,353.5990046481512
1983.5,336.79235189265944,325.0272753333417,348.9748567969907,346.6548032389285,357.9819956570261,307.5483936663298,370.3223493405534,355.8225174537082,339.8086936318269,349.6735660360305,337.18662000672026,351.9381066391322,354.89831454486125
1984.5,338.1731991683741,325.3878287001117,349.8120680324128,348.8381205542058,359.3958680264123,308.2506746310852,371.1070338700561,357.3349562497642,340.40688886860977,350.9507782035794,338.8367048345788,352.7819986146922,355.6621337827849
1985.5,339.91419980646674,326.4471648029275,350.20432929757294,350.95051028620446,360.96495003134515,308.8779707092724,371.7914354917221,359.2077253289052,341.6586383109169,351.5598751553451,340.08904795002655,354.06964309940423,356.6867500160338
1986.5,340.6740280983003,327.48917230750925,352.0788208027448,352.4142060685828,362.53373490049523,309.9182457433585,373.8297588837938,360.5495504902717,343.21782896948787,352.8988324229009,340.90045498143974,355.81351474788863,358.4634289722666
1987.5,341.47662702898714,329.1890554959343,354.0455098004191,353.507638244912,363.6919645471483,310.9164561667483,376.38896736295305,362.1996820590622,344.6656270945175,355.0854741010788,342.7985201466535,357.3958960254384,359.43760674738706
1988.5,342.77861878814326,330.69951117000613,355.5608474309798,355.6278171083397,365.45682651358896,311.47613526798045,377.8609320995499,363.7557233377514,346.12154333180274,357.5037795750283,344.09572617014004,358.6817780948671,361.00797346032454
1989.5,344.0465307423027,331.71795519083184,356.87469275753455,357.82069773812697,367.5199636169219,313.009723017147,380.52864873403087,366.6813561079595,346.74446866016797,358.08669991316947,345.1570908043244,360.3989711319777,362.8424651539196
1990.5,345.728590977369,332.98167274709573,358.7605751929109,359.2048598953227,368.93264180911837,314.35231392347595,382.39467688374293,368.97063887070397,348.0255245033115,359.00193591768283,346.7345291527438,361.6984235341382,365.0705454884815
1991.5,347.323312738815,333.9250914821516,361.43190910070007,361.5827706853711,370.3246817771991,314.9960292757191,383.1345393016527,370.3354089377783,349.3704356616725,360.9193696523126,348.4240523783216,363.3291881541435,366.9093468100044
1992.5,347.6923181132718,334.16478920498395,363.5992716422733,362.45403682168376,371.78329717184425,315.07383460067217,382.6335750806576,371.1287842607647,350.44961651223565,363.062987167917,348.90857086429065,364.75614995020777,367.889365280291
1993.5,348.55779863993166,334.3310444761288,365.4817329721631,362.8006147157587,373.12368122660524,315.8821439436474,383.0837549210179,371.7404915160134,351.215391549097,364.8044670143274,348.8752202884632,365.7657517004101,368.70517864093705
1994.5,350.095438195889,334.8010530824106,366.5812153307225,363.80909827921226,374.2837602861882,316.24571322505363,385.3579246516515,373.72531476767256,351.9478257583081,365.45603070785063,349.90064692514557,366.8622989392103,369.7307981235474
1995.5,351.52214739985027,335.9157761224421,367.5280867459879,365.60881555050486,375.5796486617929,317.6259570499817,388.14052009317896,375.75760416891666,352.59559002072956,365.9499271593663,352.09262729315174,368.09441262655355,371.1447875126937
1996.5,353.569937993591,337.7891838170725,369.48874390807697,367.14126664148245,377.032208837927,318.89074575971733,389.00796051186586,377.9510416168928,353.6836565996275,368.2192042193773,354.109423562024,369.85164012646726,373.47789235670336
1997.5,355.1334162930078,338.92327716763305,370.66877381415935,369.4760748043766,378.3750986055998,320.07939591190114,390.4930211556762,380.27277343570495,355.0805860281651,370.6121220205729,355.3261308078494,371.4652362885183,375.73524849136584
1998.5,356.97989145371463,340.51645457520067,371.9731656631375,372.18448563145995,380.0637946357263,321.22177978519187,392.86117771425234,381.7229026747226,356.5018189405766,371.643795336827,356.46997158304646,373.22574321067117,377.46057277386114
1999.5,358.87111336511873,341.73882924614253,374.20485178600825,374.0416754736268,381.6121982229002,322.2221795456071,395.41433576415363,383.72662253914916,357.79802331581936,373.06317650161986,357.78330685429626,375.38308218921964,378.96283277383196
2000.5,360.7328682653839,343.48923731084955,375.9439703691498,375.26537412720114,382.7931519916038,323.4321294213012,397.26474326937443,384.5947877158743,359.2632654012084,374.64902313330174,359.9290151014654,377.0097961824555,380.6232464116142
2001.5,362.979998103834,344.7727819042104,378.7421610154108,377.18892372134496,384.24248658980997,324.7565193252464,399.4371826103282,385.80846842161793,361.02362358296847,376.573628097705,361.01556847429316,378.1811108738114,382.19561848066996
2002.5,365.1825496723137,346.5820569828312,382.2681789104697,379.24300867657524,386.4525195006448,325.2545385109365,400.6534948372432,388.4683025127018,362.35903908893266,378.5186086953559,361.43613063459514,379.7001187561789,384.36874794160894
2003.5,367.2869701928225,348.1680501536707,384.0889685594621,381.71796311580664,388.3078434856394,327.2225516538669,402.48844069540297,390.3505748981843,363.9954706379017,381.3860291729282,362.0876959655849,381.5458589038017,386.6097618771683
2004.5,369.1159422532778,349.21436532657395,384.7683001380896,383.31031735465996,390.82035074105187,328.963093872168,404.76857926899646,391.54807277822727,366.13902576377467,383.5135597405248,364.06799520196085,383.3346281036563,389.1925043566262
2005.5,371.18925347249154,350.36136151353634,386.63149079102527,385.32190210781476,392.79909720672765,330.4314186894153,407.58709753684934,393.7206596253433,367.9653801630501,384.27030732882855,366.23095599761064,385.1799901156971,390.7877799558272
2006.5,372.7831934597293,352.57430415246233,390.0372536100214,388.2563312345963,394.7383140818965,332.5816801475173,409.71998036723005,396.2959826496757,369.42864748545526,385.9861831642124,367.6588779287348,387.0450266570305,392.5943250754693
2007.5,374.5369421782663,354.1199901064614,392.54260083249886,390.28673960465227,397.05939898759317,334.1666053216521,411.9180147440646,399.1585580009586,371.7439354279162,388.0416724913975,369.1276394514473,389.32600472046744,395.31096735557225
2008.5,377.21243881331463,356.1136035224247,395.2921891716935,392.0210164765556,399.670404696042,335.96083327138854,414.60041919952164,401.41984468953956,374.38456422822503,391.1318629570411,369.79657440686316,391.46739131130624,397.86496599737063
2009.5,379.4670384278994,357.6499740543873,397.69534297612205,394.7589062858015,401.51250977446733,337.41213355824414,416.63445895966356,404.629369196512,376.00808370554853,392.919352820745,371.0519739148132,393.7555861407637,399.630190804996
2010.5,381.76253435194695,358.98065137216605,400.58923605748623,397.90291743988547,404.0795779178463,339.55674799825556,418.44102369965776,407.80539708841746,377.16211213513003,394.57595072584576,372.9396683394836,396.48864004911,401.7070837678315
2011.5,384.9092654893238,360.7060889857287,402.90681943630744,400.4944040212708,407.62830659980557,341.6337260599522,421.1217804064165,410.06712993664615,378.7598532678073,397.119427815638,375.1491855887264,399.4075783977107,405.3407358346422
2012.5,387.7046137194964,363.59706053695703,404.54828901530186,402.97092374146547,409.7254917957538,343.86019138726226,423.66591059272594,412.85425277062893,381.549312930112,400.5680857748143,377.38397732636633,401.7232886950936,408.2248719259975
2013.5,389.6794257223079,366.26656043685233,407.34876196886233,406.6166231317375,412.08574591864794,345.6979222796895,427.4179933157871,416.1410354250811,384.32324719305046,403.5388540886391,379.22723454565454,403.9870172038897,410.4081136731736
2014.5,392.2074114410602,368.30918768275797,409.7569814178589,410.0534728046186,415.0675708752133,348.0200539224229,431.8550160313155,419.3452922621145,385.9967796252242,406.32757617928064,381.20098264137863,406.5741312010064,412.9112176602771
